vorname,anzahl,geschlecht
Aaron,28,m
Helena,28,w
Adam,28,m
Josefine,28,w
Theo,28,m
Frieda,27,w
Can,27,m
Isabella,27,w
Erik,27,m
Liam,27,m
Noel,27,m
Sebastian,27,m
Frida,26,w
Stella,26,w
Matthias,26,m
Muhammed,26,m
Helene,25,w
Martin,25,m
Raphael,25,m
Timo,25,m
Carla,24,w
Ela,24,w
Valentina,24,w
Justus,24,m
Linus,24,m
Matteo,24,m
Mika,24,m
Nils,24,m
Wilhelm,24,m
Magdalena,23,w
Romy,23,w
Emilio,23,m
Joshua,23,m
Konstantin,23,m
Nico,23,m
Zoe,22,w
Benedikt,22,m
Lennard,22,m
Lucas,22,m
Till,22,m
Eva,21,w
Jasmin,21,w
Klara,21,w
Lucia,21,w
Nisa,21,w
Olivia,21,w
Paulina,21,w
Jonah,21,m
Nicolas,21,m
Philip,21,m
Emilie,20,w
Fiona,20,w
Mara,20,w
Mina,20,w
Mira,20,w
Viktoria,20,w
John,20,m
Nick,20,m
Franziska,19,w
Tuana,19,w
Constantin,19,m
Efe,19,m
Josef,19,m
Kian,19,m
Lennox,19,m
Oliver,19,m
Theodor,19,m
Amalia,18,w
Finja,18,w
Michelle,18,w
Su,18,w
Berat,18,m
Bruno,18,m
Hannes,18,m
Jona,18,m
Kaan,18,m
Mohamed,18,m
Julie,17,w
Zeynep,17,w
Alessio,17,m
Eren,17,m
Eric,17,m
Fynn,17,m
Henrik,17,m
Jason,17,m
Jasper,17,m
Yasin,17,m
Fabienne,16,w
Giulia,16,w
Isabel,16,w
Martha,16,w
Melissa,16,w
Ronja,16,w
Rosa,16,w
Deniz,16,m
Ilyas,16,m
Marc,16,m
Matti,16,m
Milan,16,m
Rafael,16,m
Richard,16,m
Angelina,15,w
Azra,15,w
Isabelle,15,w
Josephine,15,w
Jule,15,w
Nina,15,w
Amir,15,m
Antonio,15,m
Diego,15,m
Leander,15,m
Manuel,15,m
Milo,15,m
Robin,15,m
Severin,15,m
Ömer,15,m
Asya,14,w
Ava,14,w
Chiara,14,w
Jolie,14,w
Meryem,14,w
Milla,14,w
Nora,14,w
Bilal,14,m
Emin,14,m
Fritz,14,m
Heinrich,14,m
Ilias,14,m
Kerim,14,m
Kilian,14,m
Lennart,14,m
Malik,14,m
Mateo,14,m
Piet,14,m
Robert,14,m
Sam,14,m
Tobias,14,m
Yusuf,14,m
Alexandra,13,w
Amira,13,w
Annika,13,w
Elena,13,w
Linda,13,w
Louise,13,w
Lucy,13,w
Luna,13,w
Marleen,13,w
Melek,13,w
Alessandro,13,m
Caspar,13,m
Enes,13,m
Ensar,13,m
Ferdinand,13,m
Hugo,13,m
Kerem,13,m
Lars,13,m
Marcel,13,m
Marlon,13,m
Mert,13,m
Mikail,13,m
Oscar,13,m
Otto,13,m
Thomas,13,m
Alessia,12,w
Alice,12,w
Amélie,12,w
Dilara,12,w
Helin,12,w
Lorena,12,w
Mona,12,w
Ahmet,12,m
Andreas,12,m
Clemens,12,m
Franz,12,m
Georg,12,m
Hamza,12,m
Ibrahim,12,m
Jannis,12,m
Jayden,12,m
Johan,12,m
Luke,12,m
Mustafa,12,m
Titus,12,m
Alicia,11,w
Carolin,11,w
Caroline,11,w
Christina,11,w
Ecrin,11,w
Helen,11,w
Jolina,11,w
Medina,11,w
Merle,11,w
Selina,11,w
Sina,11,w
Amin,11,m
Angelo,11,m
Arthur,11,m
Damian,11,m
Emre,11,m
Jannik,11,m
Lasse,11,m
Lionel,11,m
Malte,11,m
Mattis,11,m
Miguel,11,m
Said,11,m
Semih,11,m
Taha,11,m
Taylan,11,m
Wolfgang,11,m
Anastasia,10,w
Ayla,10,w
Carolina,10,w
Celina,10,w
Dana,10,w
Diana,10,w
Juli,10,w
Karla,10,w
Leyla,10,w
Lilli,10,w
Liv,10,w
Lotte,10,w
Luana,10,w
Marina,10,w
Monika,10,w
Nicole,10,w
Samira,10,w
Selin,10,w
Tilda,10,w
Valerie,10,w
Christoph,10,m
Christopher,10,m
Janosch,10,m
Leandro,10,m
Levin,10,m
Niclas,10,m
Pascal,10,m
Phil,10,m
Ruben,10,m
Stefan,10,m
Tyler,10,m
William,10,m
Alma,9,w
Amelia,9,w
Anouk,9,w
Barbara,9,w
Emelie,9,w
Esma,9,w
Isabell,9,w
Juliane,9,w
Leah,9,w
Liya,9,w
Lou,9,w
Lynn,9,w
Marta,9,w
Philippa,9,w
Thea,9,w
Valeria,9,w
Arda,9,m
Bastian,9,m
Bela,9,m
Benno,9,m
Colin,9,m
Dominik,9,m
Emilian,9,m
Eymen,9,m
Fabio,9,m
Filip,9,m
Hans,9,m
Jacob,9,m
James,9,m
Jamie,9,m
Kuzey,9,m
Leonardo,9,m
Leopold,9,m
Ludwig,9,m
Magnus,9,m
Marco,9,m
Mark,9,m
Maurice,9,m
Mehmet,9,m
Nikolaus,9,m
Roman,9,m
Sami,9,m
Younes,9,m
Ada,8,w
Aleyna,8,w
Amina,8,w
Amy,8,w
Anne,8,w
Ceyda,8,w
Ceylin,8,w
Christine,8,w
Esila,8,w
Estelle,8,w
Juna,8,w
Karlotta,8,w
Lana,8,w
Larissa,8,w
Margarete,8,w
Milena,8,w
Naomi,8,w
Noemi,8,w
Theresia,8,w
Ursula,8,w
Ahmed,8,m
Albert,8,m
Azad,8,m
Benedict,8,m
Bennet,8,m
Francesco,8,m
Giuliano,8,m
Hasan,8,m
Hendrik,8,m
Joseph,8,m
Leonhard,8,m
Lian,8,m
Lorenz,8,m
Mario,8,m
Miran,8,m
Mohammad,8,m
Mohammed,8,m
Nicklas,8,m
Osman,8,m
Patrick,8,m
Timur,8,m
Aaliyah,7,w
Adriana,7,w
Alara,7,w
Alexa,7,w
Annabell,7,w
Aylin,7,w
Betül,7,w
Ece,7,w
Eda,7,w
Elina,7,w
Ellen,7,w
Fatma,7,w
Franka,7,w
Jonna,7,w
Joy,7,w
Karolina,7,w
Lavin,7,w
Leana,7,w
Lilia,7,w
Linn,7,w
Luzie,7,w
Madita,7,w
Maila,7,w
Malin,7,w
Mariella,7,w
Marit,7,w
Rosalie,7,w
Simay,7,w
Smilla,7,w
Svea,7,w
Teresa,7,w
Vivien,7,w
Zoey,7,w
Zoé,7,w
Zoë,7,w
André,7,m
Aras,7,m
Armin,7,m
Carlo,7,m
Daniele,7,m
Davide,7,m
Dennis,7,m
Emanuel,7,m
Eray,7,m
Fernando,7,m
Frederick,7,m
Gustav,7,m
Halil,7,m
Ian,7,m
Jerome,7,m
Kenan,7,m
Kevin,7,m
Konrad,7,m
Laurenz,7,m
Lenn,7,m
Marius,7,m
Mathis,7,m
Nathan,7,m
Pepe,7,m
Santiago,7,m
Selim,7,m
Silas,7,m
Agnes,6,w
Alisa,6,w
Ana,6,w
Anni,6,w
Ashley,6,w
Aurelia,6,w
Aurora,6,w
Christiane,6,w
Constanze,6,w
Elise,6,w
Francesca,6,w
Gabriela,6,w
Gloria,6,w
Heidi,6,w
Henriette,6,w
Holly,6,w
Joana,6,w
Joline,6,w
Layla,6,w
Livia,6,w
Malia,6,w
Maryam,6,w
Melis,6,w
Naz,6,w
Rebecca,6,w
Ruth,6,w
Yasmin,6,w
Zehra,6,w
Adriano,6,m
Alex,6,m
Arian,6,m
Aron,6,m
Baran,6,m
Calogero,6,m
Cem,6,m
Chris,6,m
Darian,6,m
Edgar,6,m
Elyas,6,m
Gianluca,6,m
Giuseppe,6,m
Joe,6,m
Julien,6,m
Juri,6,m
Kai,6,m
Kaspar,6,m
Luan,6,m
Maria,6,m
Maxim,6,m
Michel,6,m
Pierre,6,m
Salvatore,6,m
Talha,6,m
Umut,6,m
Yannick,6,m
Alba,5,w
Almina,5,w
Alva,5,w
Annalena,5,w
Apollonia,5,w
Asmin,5,w
Bella,5,w
Brigitte,5,w
Catharina,5,w
Celine,5,w
Delia,5,w
Dorothea,5,w
Edda,5,w
Eliana,5,w
Elin,5,w
Elis,5,w
Emely,5,w
Ena,5,w
Eslem,5,w
Evelyn,5,w
Fatima,5,w
Fenja,5,w
Flora,5,w
Giuliana,5,w
Hatice,5,w
Hilal,5,w
Hira,5,w
Joyce,5,w
Judith,5,w
Kim,5,w
Lani,5,w
Leona,5,w
Liana,5,w
Liliana,5,w
Lilou,5,w
Lily,5,w
Lorin,5,w
Lucie,5,w
Lydia,5,w
Madeleine,5,w
Malak,5,w
Abdullah,5,m
Manuela,5,w
Ahmad,5,m
Margarethe,5,w
Aiden,5,m
Marianne,5,w
Alfred,5,m
Mathilde,5,w
Artur,5,m
Melike,5,w
Atakan,5,m
Melinda,5,w
Ayman,5,m
Melisa,5,w
Berkay,5,m
Melody,5,w
Burak,5,m
Merve,5,w
Carlos,5,m
Mia-Sophie,5,w
Charles,5,m
Mieke,5,w
Connor,5,m
Milana,5,w
Dean,5,m
Miriam,5,w
Denis,5,m
Natalia,5,w
Edward,5,m
Neele,5,w
Ege,5,m
Nela,5,w
Eliah,5,m
Nike,5,w
Enno,5,m
Patricia,5,w
Faruk,5,m
Pina,5,w
Fiete,5,m
Renée,5,w
Gabriele,5,m
Samantha,5,w
Georgios,5,m
Sena,5,w
Henk,5,m
Sonja,5,w
Ivan,5,m
Tara,5,w
Jake,5,m
Theresa,5,w
Jakub,5,m
Therese,5,w
Janne,5,m
Vanessa,5,w
Jannes,5,m
Yasemin,5,w
Jaron,5,m
Yağmur,5,w
Jeremy,5,m
Zümra,5,w
Jordan,5,m
Joscha,5,m
Justin,5,m
Kadir,5,m
Kemal,5,m
Kiyan,5,m
Kurt,5,m
Leonidas,5,m
Luka,5,m
Marko,5,m
Mattes,5,m
Matthew,5,m
Mick,5,m
Mike,5,m
Miraç,5,m
Murat,5,m
Neo,5,m
Nicolai,5,m
Nikolas,5,m
Nino,5,m
Rayan,5,m
Sascha,5,m
Taylor,5,m
Tristan,5,m
Valentino,5,m
Willi,5,m
Yiğit,5,m
Yunus,5,m
Aisha,4,w
Alena,4,w
Aliyah,4,w
Amine,4,w
Annabelle,4,w
Annelie,4,w
Ayşe,4,w
Açelya,4,w
Celin,4,w
Chanel,4,w
Charlotta,4,w
Christin,4,w
Claudia,4,w
Céline,4,w
Daniela,4,w
Defne,4,w
Elanur,4,w
Erva,4,w
Evin,4,w
Felicia,4,w
Felicitas,4,w
Filippa,4,w
Florentina,4,w
Freya,4,w
Friederike,4,w
Fritzi,4,w
Gisela,4,w
İkra,4,w
Akram,4,m
Inga,4,w
Alan,4,m
Irma,4,w
Almir,4,m
Jamila,4,w
Anas,4,m
Janna,4,w
August,4,m
Jessica,4,w
Aziz,4,m
Jette,4,w
Balthasar,4,m
Juno,4,w
Bennett,4,m
Karoline,4,w
Berk,4,m
Katarina,4,w
Bo,4,m
Khadija,4,w
Béla,4,m
Kristin,4,w
Carmelo,4,m
Laetitia,4,w
Conrad,4,m
Laila,4,w
Cornelius,4,m
Lene,4,w
Devin,4,m
Lidia,4,w
Dieter,4,m
Lilith,4,w
Diyar,4,m
Loreen,4,w
Elia,4,m
Luzia,4,w
Emanuele,4,m
Margareta,4,w
Emirhan,4,m
Marla,4,w
Emmanuel,4,m
Marlena,4,w
Frederic,4,m
May,4,w
Gerd,4,m
Minou,4,w
Giovanni,4,m
Nahla,4,w
Harun,4,m
Nayla,4,w
Hüseyin,4,m
Nika,4,w
İbrahim,4,m
Nour,4,w
Jack,4,m
Philine,4,w
Jaden,4,m
Rania,4,w
Jean,4,m
Ruby,4,w
Jesper,4,m
Seyma,4,w
Jonte,4,m
Sude,4,w
Joris,4,m
Vivian,4,w
Juliano,4,m
Yuna,4,w
Junes,4,m
Zerya,4,w
Karim,4,m
Kasimir,4,m
Kay,4,m
Kjell,4,m
Koray,4,m
Laurin,4,m
Lenny,4,m
Lio,4,m
Lion,4,m
Lutz,4,m
Mahir,4,m
Marvin,4,m
Mathias,4,m
Mete,4,m
Metin,4,m
Mio,4,m
Miro,4,m
Musa,4,m
Niko,4,m
Noam,4,m
Paolo,4,m
Peer,4,m
Phillip,4,m
Riccardo,4,m
Ryan,4,m
Salih,4,m
Sean,4,m
Sinan,4,m
Thiago,4,m
Thilo,4,m
Tiago,4,m
Udo,4,m
Vincenzo,4,m
Werner,4,m
Yassin,4,m
Youssef,4,m
Abigail,3,w
Adelina,3,w
Aida,3,w
Aileen,3,w
Aimée,3,w
Alegra,3,w
Alexia,3,w
Aliya,3,w
Amani,3,w
Amaya,3,w
Amber,3,w
Aminata,3,w
Anaïs,3,w
Angela,3,w
Angelika,3,w
Anisa,3,w
Ariane,3,w
Asmae,3,w
Ayleen,3,w
Beren,3,w
Berfin,3,w
Bianca,3,w
Calista,3,w
Carola,3,w
Caterina,3,w
Cecilia,3,w
Ceren,3,w
Ciara,3,w
Coco,3,w
Cornelia,3,w
Cosima,3,w
Cäcilia,3,w
Dalia,3,w
Daria,3,w
Davina,3,w
Denise,3,w
Abdulaziz,3,m
Derya,3,w
Adem,3,m
Edith,3,w
Akın,3,m
Elaine,3,w
Alexandros,3,m
Eleni,3,w
Alp,3,m
Eleonore,3,w
Alper,3,m
Eliz,3,w
Alperen,3,m
Eliza,3,w
Aman,3,m
Ellis,3,w
Andrej,3,m
Elmedina,3,w
Andrés,3,m
Emine,3,w
Antoine,3,m
Emmi,3,w
Antoni,3,m
Enna,3,w
Antonino,3,m
Enya,3,w
Ari,3,m
Fee,3,w
Armando,3,m
Felice,3,w
Arne,3,m
Gabriele,3,w
Arno,3,m
Gerda,3,w
Berke,3,m
Gizem,3,w
Bernhard,3,m
Grace,3,w
Bryan,3,m
Gül,3,w
Cassian,3,m
Hanne,3,w
Cedric,3,m
Hermine,3,w
Cenk,3,m
Hildegard,3,w
Damon,3,m
Hümeyra,3,w
Danilo,3,m
Ilayda,3,w
Dario,3,m
Ina,3,w
Dawid,3,m
Ines,3,w
Domenico,3,m
Iris,3,w
Domenik,3,m
Ivanova,3,w
Dwayne,3,m
Jane,3,w
Dylan,3,m
Janina,3,w
Eduard,3,m
Jelena,3,w
Elija,3,m
Jula,3,w
Elijah,3,m
Kaur,3,w
Elliot,3,m
Kiara,3,w
Erich,3,m
Kimberly,3,w
Fabiano,3,m
Kristina,3,w
Fatih,3,m
Lea-Sophie,3,w
Filippo,3,m
Lelia,3,w
Fırat,3,m
Leonore,3,w
Flynn,3,m
Letizia,3,w
Frank,3,m
Leya,3,w
Friedhelm,3,m
Liah,3,w
Furkan,3,m
Lilian,3,w
George,3,m
Lilja,3,w
Gereon,3,m
Lisanne,3,w
Güney,3,m
Lisbeth,3,w
Günther,3,m
Luca,3,w
Heinz,3,m
Lya,3,w
Helmut,3,m
Mai,3,w
Henning,3,m
Mailin,3,w
Herbert,3,m
Malea,3,w
Hubert,3,m
Malena,3,w
Imran,3,m
Mandy,3,w
Ioannis,3,m
Maram,3,w
Ismail,3,m
Mari,3,w
Jannick,3,m
Marieke,3,w
Jarne,3,m
Marija,3,w
Jeffrey,3,m
Marisa,3,w
Jim,3,m
Marisol,3,w
Jovan,3,m
Mary,3,w
Jules,3,m
Maxi,3,w
Kalle,3,m
Maxine,3,w
Kamil,3,m
Mayra,3,w
Kayra,3,m
Melanie,3,w
Keke,3,m
Menekşe,3,w
Klaus,3,m
Mercedes,3,w
Leif,3,m
Minel,3,w
Leonas,3,m
Nada,3,w
Levy,3,m
Nejla,3,w
Lewin,3,m
Neva,3,w
Lias,3,m
Nia,3,w
Luc,3,m
Rana,3,w
Luigi,3,m
Rebekka,3,w
Maddox,3,m
Renate,3,w
Mads,3,m
Rose,3,w
Marcus,3,m
Runa,3,w
Marian,3,m
Rüveyda,3,w
Markus,3,m
Sabine,3,w
Marlo,3,m
Safiya,3,w
Marten,3,m
Sahra,3,w
Mason,3,m
Saliha,3,w
Mattia,3,m
Salma,3,w
Maël,3,m
Scarlett,3,w
Mehdi,3,m
Selma,3,w
Mehmed,3,m
Serena,3,w
Michele,3,m
Sevda,3,w
Mik,3,m
Shanaya,3,w
Moses,3,m
Shania,3,w
Nelson,3,m
Silvia,3,w
Nessim,3,m
Sinem,3,w
Nic,3,m
Sue,3,w
Nik,3,m
Susanna,3,w
Nikolai,3,m
Susanne,3,w
Nolan,3,m
Sylvia,3,w
Noël,3,m
Tabea,3,w
Nuri,3,m
Talya,3,w
Omar,3,m
Tamana,3,w
Onno,3,m
Tamina,3,w
Phileas,3,m
Tessa,3,w
Prince,3,m
Theodora,3,w
Quentin,3,m
Veronika,3,w
Rami,3,m
Viola,3,w
Ramon,3,m
Vivienne,3,w
Raul,3,m
Yaren,3,w
Raúl,3,m
Yumi,3,w
Reda,3,m
Zara,3,w
Rehan,3,m
Zuzanna,3,w
Rocco,3,m
Roland,3,m
Rolf,3,m
Romeo,3,m
Rémy,3,m
Samir,3,m
Sander,3,m
Scott,3,m
Serhat,3,m
Seymen,3,m
Singh,3,m
Sirac,3,m
Stephan,3,m
Süleyman,3,m
Tan,3,m
Tayler,3,m
Teodor,3,m
Thore,3,m
Til,3,m
Tino,3,m
Tolga,3,m
Toni,3,m
Tuna,3,m
Uwe,3,m
Victor,3,m
Viktor,3,m
Yann,3,m
Yves,3,m
Acelya,2,w
Adele,2,w
Ahsen,2,w
Ahu,2,w
Aicha,2,w
Ajla,2,w
Alaa,2,w
Alana,2,w
Alejandra,2,w
Alessandra,2,w
Alessia-Sophie,2,w
Alexis,2,w
Alin,2,w
Alisha,2,w
Alissa,2,w
Amalie,2,w
Amanda,2,w
Amely,2,w
Amilia,2,w
Anastasija,2,w
Angel,2,w
Anita,2,w
Anja,2,w
Ann,2,w
Annalisa,2,w
Arielle,2,w
Arin,2,w
Asude,2,w
Abraham,2,m
Beate,2,w
Akay,2,m
Beatrice,2,w
Akif,2,m
Begüm,2,w
Aleksandar,2,m
Beke,2,w
Alexej,2,m
Berin,2,w
Alexis,2,m
Berna,2,w
Altan,2,m
Bernadette,2,w
Amadeus,2,m
Berra,2,w
Amani,2,m
Betty,2,w
Amar,2,m
Beyza,2,w
Andre,2,m
Bärbel,2,w
Andres,2,m
Camille,2,w
Andrey,2,m
Cansu,2,w
Angelos,2,m
Caprice,2,w
Anıl,2,m
Cara,2,w
Aramis,2,m
Cataleya,2,w
Aran,2,m
Catalina,2,w
Arber,2,m
Catherine,2,w
Arin,2,m
Celiné,2,w
Aris,2,m
Cemre,2,w
Arslan,2,m
Cennet,2,w
Arvid,2,m
Ceylan,2,w
Asaf,2,m
Chantal,2,w
Atilla,2,m
Charlene,2,w
Aurel,2,m
Chayenne,2,w
Aurelio,2,m
Cheyenne,2,w
Aurelius,2,m
Chloe,2,w
Auron,2,m
Chloé,2,w
Axel,2,m
Christa,2,w
Ayden,2,m
Christel,2,w
Aymen,2,m
Claire,2,w
Ayoub,2,m
Clarissa,2,w
Bahoz,2,m
Cleo,2,w
Bajram,2,m
Dania,2,w
Baris,2,m
Daniella,2,w
Bekir,2,m
Danielle,2,w
Bent,2,m
Debora,2,w
Bernd,2,m
Deborah,2,w
Bilel,2,m
Derin,2,w
Bilgin,2,m
Dila,2,w
Biyazit,2,m
Dilay,2,w
Bjarne,2,m
Dimitra,2,w
Björn,2,m
Dominika,2,w
Bob,2,m
Dominique,2,w
Bojan,2,m
Donna,2,w
Boško,2,m
Dorothee,2,w
Brian,2,m
Ecem,2,w
Camilo,2,m
Edanaz,2,w
Caner,2,m
Edina,2,w
Casper,2,m
Edna,2,w
Cebrail,2,m
Efsun,2,w
Cedrik,2,m
Elea,2,w
Cemal,2,m
Eleanor,2,w
Chisom,2,m
Elenova,2,w
Christiano,2,m
Elinor,2,w
Christof,2,m
Elizabeth,2,w
Claus,2,m
Elizan,2,w
Cristiano,2,m
Elli,2,w
Danila,2,m
Ellie,2,w
Daris,2,m
Elmas,2,w
Darren,2,m
Elsa,2,w
Darwin,2,m
Elvan,2,w
Davin,2,m
Elvin,2,w
Dejan,2,m
Erna,2,w
Devran,2,m
Eslemnur,2,w
Dimitrios,2,m
Evangelia,2,w
Donato,2,m
Eve,2,w
Dorian,2,m
Ewa,2,w
Duy,2,m
Ezgi,2,w
Ebubechukwu,2,m
Feride,2,w
Edin,2,m
Fernanda,2,w
Ediz,2,m
Filipa,2,w
Edmund,2,m
Filiz,2,w
Eduardo,2,m
Firdevs,2,w
Egemen,2,m
Fleur,2,w
Eike,2,m
Florentine,2,w
Eleazar,2,m
Gabriella,2,w
Elian,2,m
Gamze,2,w
Elio,2,m
Georgina,2,w
Elmi,2,m
Gesa,2,w
Elyesa,2,m
Getachew,2,w
Emile,2,m
Gina,2,w
Enea,2,m
Havva,2,w
Enrico,2,m
Hiba,2,w
Enrik,2,m
Hivda,2,w
Erdal,2,m
Huda,2,w
Erdoğan,2,m
Ide,2,w
Erwin,2,m
Ilvie,2,w
Eugen,2,m
Ilvy,2,w
Evan,2,m
Inaya,2,w
Eyüp,2,m
Ingeborg,2,w
Falk,2,m
Ingrid,2,w
Federico,2,m
Inka,2,w
Felipe,2,m
Irini,2,w
Finley,2,m
Isra,2,w
Florentin,2,m
Israa,2,w
Floris,2,m
Iva,2,w
Francisco,2,m
Ivana,2,w
Frédéric,2,m
Jael,2,w
Fuad,2,m
Jamilia,2,w
Gaetano,2,m
Janine,2,w
Gennaro,2,m
Janne,2,w
Gerhard,2,m
Jara,2,w
Giacomo,2,m
Jasmina,2,w
Gino,2,m
Jeanne,2,w
Gioacchino,2,m
Jennifer,2,w
Giulien,2,m
Jia,2,w
Gregor,2,m
Jil,2,w
Haider,2,m
Johanne,2,w
Haitham,2,m
Jolanda,2,w
Hakan,2,m
Jolien,2,w
Hamdi,2,m
Josefin,2,w
Hamed,2,m
Juliana,2,w
Han,2,m
Julijana,2,w
Hanno,2,m
Julika,2,w
Hector,2,m
Juma,2,w
Henricus,2,m
June,2,w
Henryk,2,m
Karina,2,w
Hikmet,2,m
Karola,2,w
Hoang,2,m
Kate,2,w
Horst,2,m
Katerina,2,w
Ilay,2,m
Katinka,2,w
İlyas,2,m
Kimberley,2,w
Immanuel,2,m
Kimia,2,w
İnan,2,m
Kira,2,w
Isa,2,m
Konstantina,2,w
İsa,2,m
Käthe,2,w
Isaak,2,m
Kübra,2,w
İshak,2,m
Lale,2,w
Iven,2,m
Larisa,2,w
Jacek,2,m
Lea-Marie,2,w
Jamal,2,m
Ledeyna,2,w
Jamiro,2,m
Lenia,2,w
Janic,2,m
Lenja,2,w
Janis,2,m
Lenna,2,w
Janno,2,m
Lenya,2,w
Janusch,2,m
Leonie-Sophie,2,w
Janusz,2,m
Levinia,2,w
Jarno,2,m
Liara,2,w
Jaydon,2,m
Lilya,2,w
Jeremia,2,m
Linnea,2,w
Jermaine,2,m
Lis,2,w
Jesse,2,m
Lisa-Marie,2,w
Jibril,2,m
Lola,2,w
Jin,2,m
Lore,2,w
Jo,2,m
Lucina,2,w
Joachim,2,m
Lucía,2,w
Jochen,2,m
Luiza,2,w
Johnny,2,m
Madleen,2,w
Jonne,2,m
Magdalene,2,w
Joon,2,m
Maili,2,w
Joram,2,m
Malie,2,w
Jordi,2,m
Manon,2,w
Junho,2,m
Margaretha,2,w
Junior,2,m
Margarita,2,w
Junis,2,m
Margherita,2,w
Kamau,2,m
Margo,2,w
Karol,2,m
Mariana,2,w
Kasper,2,m
Marielle,2,w
Kelly,2,m
Marika,2,w
Kenzo,2,m
Marike,2,w
Kiano,2,m
Marilena,2,w
Kimi,2,m
Marion,2,w
Klaas,2,m
Marlen,2,w
Klemens,2,m
Marline,2,w
Knut,2,m
Maroua,2,w
Kolja,2,m
Martina,2,w
Korel,2,m
Marwa,2,w
Kristian,2,m
Matilde,2,w
Kutay,2,m
Mayla,2,w
Lauand,2,m
Małgorzata,2,w
Laurent,2,m
Medea,2,w
Lean,2,m
Medine,2,w
Leland,2,m
Melia,2,w
Lev,2,m
Melinay,2,w
Levon,2,m
Meta,2,w
Lewis,2,m
Miley,2,w
Lino,2,m
Milou,2,w
Lloyd,2,m
Mimi,2,w
Long,2,m
Miray,2,w
Lou,2,m
Miyako,2,w
Lovis,2,m
Monique,2,w
Luciano,2,m
Naila,2,w
Lucius,2,m
Nala,2,w
Luk,2,m
Naoko,2,w
Léo,2,m
Narin,2,w
Léon,2,m
Nea,2,w
Mahmut,2,m
Nelli,2,w
Maik,2,m
Nelly,2,w
Mailo,2,m
Nena,2,w
Maksim,2,m
Nil,2,w
Malek,2,m
Nila,2,w
Marcelino,2,m
Nilay,2,w
Mariano,2,m
Nneka,2,w
Marley,2,m
Noelia,2,w
Matej,2,m
Noelle,2,w
Mateusz,2,m
Noura,2,w
Matheo,2,m
Odile,2,w
Maxime,2,m
Olga,2,w
Medo,2,m
Oliwia,2,w
Melih,2,m
Orobosa,2,w
Merdan,2,m
Pelin,2,w
Milas,2,m
Penelope,2,w
Miles,2,m
Polly,2,w
Minas,2,m
Rachel,2,w
Mingus,2,m
Rahel,2,w
Miroslav,2,m
Rahma,2,w
Mirza,2,m
Ravza,2,w
Mohamad,2,m
Reyhan,2,w
Mourice,2,m
Ricarda,2,w
Muhamad,2,m
Rinesa,2,w
Muhamed,2,m
Rita,2,w
Muhammad,2,m
Ritaj,2,w
Naim,2,m
Roberta,2,w
Nazım,2,m
Romi,2,w
Necati,2,m
Ronya,2,w
Nepumuk,2,m
Rosemarie,2,w
Neven,2,m
Rüya,2,w
Nicholas,2,m
Sabrina,2,w
Nikan,2,m
Safa,2,w
Nikita,2,m
Safiye,2,w
Noa,2,m
Sandra,2,w
Norbert,2,m
Sandy,2,w
Noyan,2,m
Santana,2,w
Noél,2,m
Saphira,2,w
Onur,2,m
Sarya,2,w
Orhan,2,m
Sebiha,2,w
Ozan,2,m
Seher,2,w
Oğuzhan,2,m
Sema,2,w
Pablo,2,m
Senem,2,w
Pacino,2,m
Serafina,2,w
Paris,2,m
Serra,2,w
Parsa,2,m
Seyla,2,w
