vorname,anzahl,geschlecht
Jette,9,w
Juli,9,w
Lana,9,w
Liliana,9,w
Margarete,9,w
Marlen,9,w
Marta,9,w
Mathilde,9,w
Michelle,9,w
Rebecca,9,w
Samira,9,w
Selina,9,w
Sena,9,w
Sina,9,w
Tara,9,w
Yağmur,9,w
Alessio,9,m
Armin,9,m
Carlo,9,m
Colin,9,m
Emirhan,9,m
Giuliano,9,m
Giuseppe,9,m
Hendrik,9,m
Jacob,9,m
Janis,9,m
Justin,9,m
Kayra,9,m
Kerim,9,m
Lars,9,m
Leonhard,9,m
Miguel,9,m
Neo,9,m
Pascal,9,m
René,9,m
Ruben,9,m
Toprak,9,m
Aleyna,8,w
Alice,8,w
Alisha,8,w
Aliyah,8,w
Amina,8,w
Caroline,8,w
Ceyda,8,w
Emelie,8,w
Emely,8,w
Ina,8,w
Jonna,8,w
Joy,8,w
Lilian,8,w
Lilith,8,w
Linn,8,w
Lola,8,w
Lucie,8,w
Malou,8,w
Mariam,8,w
Marit,8,w
Medina,8,w
Monika,8,w
Noemi,8,w
Philippa,8,w
Zümra,8,w
André,8,m
Aras,8,m
Bastian,8,m
Bennet,8,m
Bilal,8,m
Carlos,8,m
Emanuel,8,m
Fabio,8,m
Francesco,8,m
Frank,8,m
Hasan,8,m
Ibrahim,8,m
James,8,m
Jannes,8,m
Jayden,8,m
Joachim,8,m
John,8,m
Klaus,8,m
Luka,8,m
Marco,8,m
Mario,8,m
Marius,8,m
Michel,8,m
Mio,8,m
Nikolas,8,m
Samir,8,m
Talha,8,m
Titus,8,m
Viktor,8,m
Yannick,8,m
Claire,7,w
Elise,7,w
Erva,7,w
Esila,7,w
Esther,7,w
Felicitas,7,w
Flora,7,w
Grace,7,w
Isabell,7,w
Jane,7,w
Joana,7,w
Joline,7,w
Karlotta,7,w
Kristina,7,w
Leyla,7,w
Liya,7,w
Malia,7,w
Melisa,7,w
Melody,7,w
Neele,7,w
Philine,7,w
Rabia,7,w
Selma,7,w
Yara,7,w
Yasmin,7,w
Zara,7,w
Zoé,7,w
Andre,7,m
Azad,7,m
Elia,7,m
Emilian,7,m
Emin,7,m
Enno,7,m
Gianluca,7,m
Hamza,7,m
Ilias,7,m
Jack,7,m
Jeremy,7,m
Jerome,7,m
Kenan,7,m
Laurin,7,m
Len,7,m
Lenn,7,m
Malte,7,m
Markus,7,m
Miran,7,m
Nevio,7,m
Omar,7,m
Rayan,7,m
Salvatore,7,m
Sascha,7,m
Walter,7,m
Wolfgang,7,m
Youssef,7,m
Çınar,7,m
Adele,6,w
Alica,6,w
Alicia,6,w
Alissa,6,w
Aliya,6,w
Amelia,6,w
Annabelle,6,w
Anni,6,w
Ashley,6,w
Beren,6,w
Berfin,6,w
Celine,6,w
Dana,6,w
Daniela,6,w
Diana,6,w
Edda,6,w
Eleni,6,w
Eliana,6,w
Elin,6,w
Elizabeth,6,w
Elsa,6,w
Fatma,6,w
Franka,6,w
Hedwig,6,w
Ingrid,6,w
Irma,6,w
Janne,6,w
Juna,6,w
Karla,6,w
Kimberly,6,w
Kristin,6,w
Leah,6,w
Liah,6,w
Lilia,6,w
Liv,6,w
Lydia,6,w
Madeleine,6,w
Madita,6,w
Ahmad,6,m
Malina,6,w
Anthony,6,m
Marina,6,w
Benno,6,m
Nadine,6,w
Berkay,6,m
Nathalie,6,w
Cedric,6,m
Nazlı,6,w
Cem,6,m
Nicole,6,w
Chris,6,m
Romina,6,w
Denis,6,m
Rosalie,6,w
Dennis,6,m
Samantha,6,w
Eliah,6,m
Sinem,6,w
Emre,6,m
Sude,6,w
Ensar,6,m
Summer,6,w
Eymen,6,m
Svea,6,w
Fernando,6,m
Tabea,6,w
Gereon,6,m
Thea,6,w
Harun,6,m
Tilda,6,w
Ilyas,6,m
Ursula,6,w
Jaron,6,m
Xenia,6,w
José,6,m
Zoey,6,w
Kai,6,m
Kaspar,6,m
Kemal,6,m
Kurt,6,m
Lenny,6,m
Marten,6,m
Mohamed,6,m
Nepomuk,6,m
Niclas,6,m
Nikolaus,6,m
Noa,6,m
Patrick,6,m
Salih,6,m
Sinan,6,m
Valentino,6,m
Vito,6,m
Yunus,6,m
Amanda,5,w
Bahar,5,w
Betül,5,w
Beyza,5,w
Cara,5,w
Ellen,5,w
Emmi,5,w
Esra,5,w
Friederike,5,w
Havin,5,w
Henriette,5,w
İlayda,5,w
Janina,5,w
Julina,5,w
Karin,5,w
Kiara,5,w
Layla,5,w
Alejandro,5,m
Leana,5,w
Alperen,5,m
Liana,5,w
Andrew,5,m
Lili,5,w
Artur,5,m
Linnea,5,w
Bernd,5,m
Lisbeth,5,w
Dean,5,m
Lorena,5,w
Domenik,5,m
Marla,5,w
Ege,5,m
Merve,5,w
Eliano,5,m
Naomi,5,w
Elijah,5,m
Natalia,5,w
Erdem,5,m
Nika,5,w
Fabrice,5,m
Penelope,5,w
Fatih,5,m
Shania,5,w
Frederick,5,m
Tamara,5,w
Gabriele,5,m
Therese,5,w
Giovanni,5,m
Theresia,5,w
Gregor,5,m
Yuna,5,w
Gustav,5,m
Yvonne,5,w
Hüseyin,5,m
Ian,5,m
Ilja,5,m
Ivan,5,m
Jamal,5,m
Jean,5,m
Jermaine,5,m
Jesper,5,m
Juri,5,m
Jürgen,5,m
Kadir,5,m
Kalle,5,m
Kolja,5,m
Leonidas,5,m
Lian,5,m
Lias,5,m
Lio,5,m
Lionel,5,m
Luc,5,m
Ludwig,5,m
Lutz,5,m
Manfred,5,m
Marko,5,m
Mathis,5,m
Mattis,5,m
Mohammad,5,m
Mohammed,5,m
Peer,5,m
Pierre,5,m
Roman,5,m
Singh,5,m
Tarik,5,m
Taylan,5,m
Tayler,5,m
Thilo,5,m
Tiago,5,m
Tuğra,5,m
Umut,5,m
William,5,m
Aaliyah,4,w
Adriana,4,w
Aisha,4,w
Alessandra,4,w
Alma,4,w
Annalena,4,w
Anouk,4,w
Asude,4,w
Ayda,4,w
Bella,4,w
Brigitte,4,w
Carina,4,w
Cassandra,4,w
Christiane,4,w
Christin,4,w
Ciara,4,w
Claudia,4,w
Dahlia,4,w
Denise,4,w
Eileen,4,w
Eleonore,4,w
Erika,4,w
Esma,4,w
Evelyn,4,w
Eylül,4,w
Gabriele,4,w
Georgia,4,w
Giuliana,4,w
Grazia,4,w
Hanife,4,w
Helen,4,w
Jil,4,w
Joanna,4,w
Judith,4,w
Juliane,4,w
Karolina,4,w
Karoline,4,w
Katrin,4,w
Kira,4,w
Adnan,4,m
Kübra,4,w
Ahmed,4,m
Lamia,4,w
Akif,4,m
Leila,4,w
Alfred,4,m
Lene,4,w
Anas,4,m
Luzie,4,w
Arian,4,m
Mai,4,w
Aron,4,m
Malak,4,w
Aryan,4,m
Marianne,4,w
Aslan,4,m
Maribel,4,w
Atilla,4,m
Marisa,4,w
August,4,m
Marlena,4,w
Augustin,4,m
Mavie,4,w
Aziz,4,m
Melanie,4,w
Baran,4,m
Melike,4,w
Batu,4,m
Naima,4,w
Bernard,4,m
Nelly,4,w
Bernhard,4,m
Nike,4,w
Björn,4,m
Noelia,4,w
Caner,4,m
Nova,4,w
Celal,4,m
Patricia,4,w
Cornelius,4,m
Pheline,4,w
Cosmo,4,m
Pina,4,w
Damien,4,m
Rahel,4,w
Dario,4,m
Regina,4,w
Dominic,4,m
Ronya,4,w
Edgar,4,m
Sabrina,4,w
Elija,4,m
Salma,4,w
Elyas,4,m
Simone,4,w
Erich,4,m
Siri,4,w
Ernesto,4,m
Smilla,4,w
Etienne,4,m
Sol,4,w
Faruk,4,m
Soraya,4,w
Felipe,4,m
Stefanie,4,w
Filip,4,m
Susanne,4,w
Francisco,4,m
Sümeyye,4,w
Giulio,4,m
Tessa,4,w
Immanuel,4,m
Valerie,4,w
İsa,4,m
Vincenza,4,w
Ivo,4,m
Viola,4,w
Jakub,4,m
Vivian,4,w
Jamie,4,m
Vivien,4,w
Jarno,4,m
Wiktoria,4,w
Jay,4,m
Wilhelmine,4,w
Jordan,4,m
Joseph,4,m
Juliano,4,m
Kamil,4,m
Karim,4,m
Kristian,4,m
Kuzey,4,m
Leif,4,m
Lewin,4,m
Lion,4,m
Maarten,4,m
Marcus,4,m
Marek,4,m
Matheo,4,m
Mathias,4,m
Matthew,4,m
Mehdi,4,m
Mete,4,m
Mikel,4,m
Miko,4,m
Mirac,4,m
Musa,4,m
Nathan,4,m
Nicklas,4,m
Nikolai,4,m
Osman,4,m
Phillip,4,m
Rene,4,m
Ricardo,4,m
Roberto,4,m
Rolf,4,m
Rudolf,4,m
Rüzgar,4,m
Sander,4,m
Santiago,4,m
Sean,4,m
Selim,4,m
Steven,4,m
Sven,4,m
Thorben,4,m
Thore,4,m
Timon,4,m
Tizian,4,m
Tyron,4,m
Victor,4,m
Vincenzo,4,m
Willi,4,m
Yannis,4,m
Yassin,4,m
Yigit,4,m
Yiğit,4,m
Adelina,3,w
Aicha,3,w
Alara,3,w
Alexa,3,w
Alisa,3,w
Alva,3,w
Anaïs,3,w
Andrea,3,w
Angel,3,w
Angela,3,w
Angelika,3,w
Anika,3,w
Anita,3,w
Ann,3,w
Anna-Maria,3,w
Annabel,3,w
Annabell,3,w
Antonella,3,w
Asya,3,w
Aya,3,w
Cecilia,3,w
Cennet,3,w
Charleen,3,w
Charlotta,3,w
Chayenne,3,w
Christa,3,w
Clarissa,3,w
Cäcilia,3,w
Deborah,3,w
Defne,3,w
Dila,3,w
Dina,3,w
Divine,3,w
Ebrar,3,w
Ebru,3,w
Eleonora,3,w
Eliz,3,w
Elli,3,w
Emine,3,w
Emmy,3,w
Enie,3,w
Enya,3,w
Erna,3,w
Esmeralda,3,w
Fee,3,w
Feyza,3,w
Filippa,3,w
Gabriela,3,w
Hana,3,w
Hazal,3,w
Helga,3,w
Adem,3,m
Henrike,3,w
Amel,3,m
Hope,3,w
Amir,3,m
Hümeyra,3,w
Anastasios,3,m
Ikram,3,w
Anh,3,m
Ilayda,3,w
Anıl,3,m
Iman,3,w
Antonius,3,m
Imke,3,w
Armando,3,m
İnci,3,w
Atakan,3,m
Inge,3,w
Aurel,3,m
İpek,3,w
Ayman,3,m
Isra,3,w
Ayoub,3,m
Janna,3,w
Bente,3,m
Joelina,3,w
Bjarne,3,m
Joelle,3,w
Brandon,3,m
Jolanda,3,w
Bryan,3,m
Joleen,3,w
Burak,3,m
Jolin,3,w
Béla,3,m
Josephin,3,w
Calogero,3,m
Jovana,3,w
Carmelo,3,m
Jula,3,w
Connor,3,m
Juliana,3,w
César,3,m
Karina,3,w
Danilo,3,m
Katarina,3,w
Danny,3,m
Kaur,3,w
Darian,3,m
Kaya,3,w
Devin,3,m
Kayra,3,w
Devran,3,m
Lejla,3,w
Dieter,3,m
Leona,3,w
Dimitrios,3,m
Leticia,3,w
Dion,3,m
Letizia,3,w
Duc,3,m
Lillien,3,w
Dylan,3,m
Lilou,3,w
Edin,3,m
Lisa-Marie,3,w
Edwin,3,m
Lorin,3,w
Elian,3,m
Lou,3,w
Eray,3,m
Luca,3,w
Ernst,3,m
Lucía,3,w
Faris,3,m
Luka,3,w
Frederic,3,m
Luzia,3,w
Frieder,3,m
Maila,3,w
Furkan,3,m
Malin,3,w
Georgios,3,m
Manal,3,w
Gerhard,3,m
Maren,3,w
Giacomo,3,m
Mariella,3,w
Guido,3,m
Marija,3,w
Günter,3,m
Maryam,3,w
Günther,3,m
Matea,3,w
Hadi,3,m
Mechthild,3,w
Hakan,3,m
Melis,3,w
Heinz,3,m
Meyra,3,w
Henning,3,m
Mieke,3,w
Iliev,3,m
Milana,3,w
Ismail,3,m
Nahla,3,w
İsmet,3,m
Narin,3,w
Janek,3,m
Nela,3,w
Janick,3,m
Neva,3,w
Janne,3,m
Nia,3,w
Jari,3,m
Nour,3,w
Jaro,3,m
Patrizia,3,w
Jasin,3,m
Perihan,3,w
Joe,3,m
Polly,3,w
Johnny,3,m
Ranya,3,w
Jonatan,3,m
Rebekka,3,w
Joris,3,m
Rena,3,w
Juan,3,m
Renate,3,w
Jusuf,3,m
Robin,3,w
Jörg,3,m
Ruby,3,w
Kağan,3,m
Ruth,3,w
Keanu,3,m
Sabine,3,w
Kenzo,3,m
Seher,3,w
Kjell,3,m
Semiha,3,w
Klaas,3,m
Sıla,3,w
Kutay,3,m
Silvana,3,w
Laurens,3,m
Solveig,3,w
Lean,3,m
Sonja,3,w
Leonas,3,m
Sue,3,w
Loki,3,m
Sultan,3,w
Lorenzo,3,m
Sylvia,3,w
Lou,3,m
Tamina,3,w
Luk,3,m
Tanja,3,w
Massimo,3,m
Tarja,3,w
Matthis,3,m
Thalia,3,w
Mattia,3,m
Vera,3,w
Maurits,3,m
Virginia,3,w
Miro,3,m
Wiebke,3,w
Muhamed,3,m
Yaren,3,w
Muhammad,3,m
Yasmine,3,w
Murat,3,m
Zainab,3,w
Najib,3,m
Zita,3,w
Nathanael,3,m
Zoë,3,w
Nelson,3,m
Nicolai,3,m
Nino,3,m
Norbert,3,m
Ozan,3,m
Patrice,3,m
Pelle,3,m
Pio,3,m
Quentin,3,m
Raman,3,m
Ramon,3,m
Raul,3,m
Rayen,3,m
Rocco,3,m
Romeo,3,m
Ryan,3,m
Salim,3,m
Samet,3,m
San,3,m
Sergio,3,m
Siegfried,3,m
Sören,3,m
Tarek,3,m
Til,3,m
Timur,3,m
Tyrese,3,m
Ulrich,3,m
Utku,3,m
Vinzent,3,m
Volker,3,m
Werner,3,m
Yakub,3,m
Yannik,3,m
Yavuz,3,m
Abigail,2,w
Adelheid,2,w
Alae,2,w
Alba,2,w
Alea,2,w
Aleksandra,2,w
Alena,2,w
Alenka,2,w
Alexia,2,w
Alia,2,w
Aliza,2,w
Almina,2,w
Almira,2,w
Alyssa,2,w
Amani,2,w
Amaya,2,w
Amine,2,w
Angelique,2,w
Anja,2,w
Anna-Lena,2,w
Annabella,2,w
Annemarie,2,w
Annik,2,w
Assibi,2,w
Augusta,2,w
Avelina,2,w
Ayleen,2,w
Beate,2,w
Beatrice,2,w
Belinda,2,w
Benita,2,w
Betty,2,w
Billie,2,w
Bruna,2,w
Abbas,2,m
Büsra,2,w
Abdellatif,2,m
Camilla,2,w
Abdul,2,m
Camille,2,w
Abdulla,2,m
Canan,2,w
Abdurrahman,2,m
Carola,2,w
Abraham,2,m
Celeste,2,w
Adi,2,m
Ceren,2,w
Adil,2,m
Ceylinaz,2,w
Adriano,2,m
Cheyenne,2,w
Akay,2,m
Chihiro,2,w
Aleksander,2,m
Chloé,2,w
Alexandre,2,m
Christel,2,w
Alfons,2,m
Cleo,2,w
Alper,2,m
Coco,2,w
Altin,2,m
Colonia,2,w
Andrej,2,m
Constanze,2,w
Anes,2,m
Cosima,2,w
Antoni,2,m
Cristina,2,w
Ari,2,m
Cynthia,2,w
Arman,2,m
Dalia,2,w
Armand,2,m
Daria,2,w
Armani,2,m
Darleen,2,w
Arne,2,m
Deniz,2,w
Arvid,2,m
Derya,2,w
Asan,2,m
Dilay,2,w
Aurelius,2,m
Dominique,2,w
Axel,2,m
Doris,2,w
Baki,2,m
Dunja,2,w
Bao,2,m
Duru,2,w
Baris,2,m
Duygu,2,w
Barış,2,m
Ece,2,w
Barnabas,2,m
Eden,2,w
Başar,2,m
Edith,2,w
Behzat,2,m
Ekin,2,w
Bekir,2,m
Elaine,2,w
Ben-Luca,2,m
Elea,2,w
Benedict,2,m
Elias,2,w
Benito,2,m
Elis,2,w
Bennett,2,m
Elizan,2,w
Benyamin,2,m
Elke,2,w
Berk,2,m
Elma,2,w
Berthold,2,m
Elvira,2,w
Bijan,2,m
Ema,2,w
Bo,2,m
Emiliy,2,w
Cafer,2,m
Emira,2,w
Camilo,2,m
Enna,2,w
Carsten,2,m
Estelle,2,w
Cemil,2,m
Evelin,2,w
Charles,2,m
Eveline,2,w
Charlie,2,m
Ewa,2,w
Charly,2,m
Ezgi,2,w
Collin,2,m
Fabiana,2,w
Conner,2,m
Fatıma,2,w
Conrad,2,m
Fay,2,w
Cooper,2,m
Faye,2,w
Cristian,2,m
Felice,2,w
Damon,2,m
Feline,2,w
Daniele,2,m
Felizitas,2,w
Darin,2,m
Feride,2,w
Daris,2,m
Filomena,2,w
Dave,2,m
Firdevs,2,w
Dawid,2,m
Flavia,2,w
Domenico,2,m
Florentina,2,w
Don,2,m
Florine,2,w
Eddi,2,m
Francesca,2,w
Ediz,2,m
Freya,2,w
Eduard,2,m
Georgieva,2,w
Elián,2,m
Geraldine,2,w
Elmar,2,m
Gina-Maria,2,w
Elvin,2,m
Gioia,2,w
Elyesa,2,m
Gisela,2,w
Emile,2,m
Gloria,2,w
Emiliano,2,m
Graziella,2,w
Engin,2,m
Gudrun,2,w
Enrico,2,m
Gül,2,w
Ermin,2,m
Gülin,2,w
Erwin,2,m
Gülsüm,2,w
Esad,2,m
Hafsa,2,w
Ethem,2,m
Hanan,2,w
Eugen,2,m
Hanne,2,w
Evan,2,m
Hatice,2,w
Fabiano,2,m
Hayrunnisa,2,w
Fadil,2,m
Henrietta,2,w
Falk,2,m
Hermine,2,w
Farid,2,m
Hevin,2,w
Federico,2,m
Hilal,2,w
Fedor,2,m
Hiranur,2,w
Feodor,2,m
Hüma,2,w
Fiete,2,m
Ifrah,2,w
Filipe,2,m
Ilaria,2,w
Filippo,2,m
Ilenia,2,w
Filippos,2,m
Inas,2,w
Finlay,2,m
Ingeborg,2,w
Firat,2,m
Irem,2,w
Floris,2,m
Iris,2,w
François,2,m
Isabela,2,w
Gaetano,2,m
İsra,2,w
Gaspard,2,m
Iva,2,w
Gian,2,m
Ivana,2,w
Guillaume,2,m
Jade,2,w
Guliano,2,m
Jael,2,w
Gustaf,2,m
Jamie-Lynn,2,w
Güven,2,m
Jasmine,2,w
Halit,2,m
Jenna,2,w
Hanno,2,m
Jennifer,2,w
Haroun,2,m
Jessica,2,w
Hassan,2,m
Jill,2,w
Helmut,2,m
Joelin,2,w
Henk,2,m
Jolien,2,w
Hikmet,2,m
Josefina,2,w
Horst,2,m
Joselina,2,w
Hristo,2,m
Josephina,2,w
Hubert,2,m
Josie,2,w
Hubertus,2,m
Joulina,2,w
Huy,2,m
Juliette,2,w
Iancu,2,m
Julika,2,w
İbrahim,2,m
Julin,2,w
Idan,2,m
Juline,2,w
İhsan,2,m
June,2,w
İkram,2,m
Justine,2,w
Ilan,2,m
Kaja,2,w
Isaiah,2,m
Kassandra,2,w
Islam,2,m
Kati,2,w
Ismael,2,m
Katja,2,w
Jai,2,m
Kerstin,2,w
Jan-Luca,2,m
Khadija,2,w
Jannick,2,m
Kiraz,2,w
Jared,2,m
Kornelia,2,w
Jarne,2,m
Kyra,2,w
Jaydon,2,m
Laetitia,2,w
Jeffrey,2,m
Lani,2,w
Jermain,2,m
Laureen,2,w
Jesse,2,m
Lavinia,2,w
Jonne,2,m
Lea-Sophie,2,w
Jonte,2,m
Leia,2,w
Joona,2,m
Leilani,2,w
Josch,2,m
Lenia,2,w
Josh,2,m
Leoni,2,w
Josha,2,m
Leonilda,2,w
Joél,2,m
Lieselotte,2,w
Jun,2,m
Liliane,2,w
Junior,2,m
Lilo,2,w
Junis,2,m
Lily,2,w
Juno,2,m
Lin,2,w
Kasimir,2,m
Linnéa,2,w
Kasper,2,m
Lisann,2,w
Kelvin,2,m
Lise,2,w
Keno,2,m
Loki,2,w
Keyan,2,m
Lore,2,w
Kim,2,m
Lori,2,w
Kiyan,2,m
Lu,2,w
Konstantinos,2,m
Léa,2,w
Koray,2,m
Madelaine,2,w
Kubilay,2,m
Madina,2,w
Latif,2,m
Maike,2,w
Laurent,2,m
Maira,2,w
Lee,2,m
Malu,2,w
Lennon,2,m
Mandy,2,w
Leonel,2,m
Manuela,2,w
Levent,2,m
Margareta,2,w
Lewis,2,m
Margaretha,2,w
Lino,2,m
Margitta,2,w
Lothar,2,m
Margot,2,w
Loui,2,m
Mari,2,w
Lucian,2,m
Mariama,2,w
Luiz,2,m
Mariana,2,w
Mahir,2,m
Marie-Luise,2,w
Mahmoud,2,m
Marie-Sophie,2,w
Maik,2,m
Marieke,2,w
Maksim,2,m
Mariele,2,w
Marin,2,m
Marilena,2,w
Mathieu,2,m
Marja,2,w
Matis,2,m
Marlina,2,w
Mattes,2,m
Martina,2,w
Maxime,2,m
Marwa,2,w
Melik,2,m
Mary,2,w
Meo,2,m
Masal,2,w
Mick,2,m
Mathea,2,w
Mieszko,2,m
Maxima,2,w
Mikayil,2,m
Maxine,2,w
Miraç,2,m
May,2,w
Montgomery,2,m
Mayla,2,w
Morten,2,m
Mayleen,2,w
Mouad,2,m
Mehak,2,w
Muhammet,2,m
Melany,2,w
Musab,2,m
Meliha,2,w
Nana,2,m
Melinda,2,w
Nataniel,2,m
Merit,2,w
Nazmi,2,m
Merza,2,w
Nebi,2,m
Meta,2,w
Nic,2,m
Meva,2,w
Niccolò,2,m
Mika,2,w
Nicholas,2,m
Miley,2,w
Niels,2,m
Milou,2,w
Nihat,2,m
Minel,2,w
Nikita,2,m
Minh,2,w
Nikola,2,m
Mirjam,2,w
Nikolaos,2,m
My,2,w
Nisar,2,m
Nada,2,w
Noam,2,m
Nala,2,w
Nolan,2,m
Naya,2,w
Noél,2,m
Nelli,2,w
Omer,2,m
Nevin,2,w
Onno,2,m
Nicola,2,w
Pablo,2,m
Nila,2,w
Patrik,2,m
Nilay,2,w
Pau,2,m
Nisanur,2,w
Pedro,2,m
Noa,2,w
Pepe,2,m
