vorname,anzahl,geschlecht
Charlie,8,w
Dana,8,w
Ellen,8,w
Elli,8,w
Ellie,8,w
Emmi,8,w
Freya,8,w
Juli,8,w
Juliana,8,w
Liliana,8,w
Malia,8,w
Marina,8,w
Marla,8,w
Monika,8,w
Rabia,8,w
Teresa,8,w
Vera,8,w
Albert,8,m
Angelo,8,m
Benno,8,m
Bernhard,8,m
Edgar,8,m
Elia,8,m
Eren,8,m
Hans,8,m
Imran,8,m
Jonte,8,m
Joseph,8,m
Kaspar,8,m
Kenan,8,m
Marco,8,m
Mark,8,m
Marvin,8,m
Michel,8,m
Miran,8,m
Mohammad,8,m
Toprak,8,m
Werner,8,m
Aaliyah,7,w
Adele,7,w
Agnes,7,w
Alisha,7,w
Amilia,7,w
Amélie,7,w
Anita,7,w
Annelie,7,w
Ariana,7,w
Arin,7,w
Betül,7,w
Carolin,7,w
Carolina,7,w
Cecilia,7,w
Celine,7,w
Ece,7,w
Eliz,7,w
Emelie,7,w
Eslem,7,w
Gabriela,7,w
Gabriele,7,w
Henriette,7,w
Hope,7,w
Jonna,7,w
Karolina,7,w
Larissa,7,w
Leandra,7,w
Lilith,7,w
Livia,7,w
Mayla,7,w
Naz,7,w
Nika,7,w
Philine,7,w
Philippa,7,w
Pola,7,w
Alex,7,m
Soraya,7,w
Amir,7,m
Summer,7,w
Charlie,7,m
Vanessa,7,w
Denis,7,m
Yuna,7,w
Elijah,7,m
Zahra,7,w
Frank,7,m
Zoey,7,w
George,7,m
Halil,7,m
Henning,7,m
Ismail,7,m
Jack,7,m
Jannes,7,m
Jaro,7,m
Jason,7,m
Joachim,7,m
Kai,7,m
Kevin,7,m
Leano,7,m
Lenny,7,m
Lion,7,m
Lionel,7,m
Manfred,7,m
Matheo,7,m
Omar,7,m
Otto,7,m
Roman,7,m
Said,7,m
Talha,7,m
Timo,7,m
Alara,6,w
Alba,6,w
Alessandra,6,w
Aliya,6,w
Almina,6,w
Ana,6,w
Andrea,6,w
Anissa,6,w
Anne,6,w
Asmin,6,w
Ayşe,6,w
Caroline,6,w
Daria,6,w
Elin,6,w
Emely,6,w
Enisa,6,w
Esther,6,w
Eylül,6,w
Fleur,6,w
Franka,6,w
Friederike,6,w
Hilal,6,w
Ina,6,w
Adem,6,m
Janne,6,w
Arvid,6,m
Jara,6,w
Aryan,6,m
Jette,6,w
Aslan,6,m
Joana,6,w
August,6,m
Kaja,6,w
Aziz,6,m
Lavin,6,w
Bo,6,m
Letizia,6,w
Casper,6,m
Luzie,6,w
Cedric,6,m
Marianne,6,w
Cem,6,m
Narin,6,w
Darian,6,m
Rebecca,6,w
Enno,6,m
Selin,6,w
Gerhard,6,m
Selina,6,w
Giuliano,6,m
Smilla,6,w
Joris,6,m
Tasnim,6,w
Juan,6,m
Yaren,6,w
Julien,6,m
Yvonne,6,w
Justin,6,m
Keno,6,m
Kurt,6,m
Lenni,6,m
Lino,6,m
Lucien,6,m
Mads,6,m
Mario,6,m
Markus,6,m
Mattia,6,m
Maxime,6,m
Nuri,6,m
Ricardo,6,m
Rolf,6,m
Rudolf,6,m
Thore,6,m
Willem,6,m
Yassin,6,m
Youssef,6,m
Adriana,5,w
Alia,5,w
Angela,5,w
Annie,5,w
Aslı,5,w
Beyza,5,w
Cleo,5,w
Defne,5,w
Dorothea,5,w
Dua,5,w
Ecrin,5,w
Eleonore,5,w
Elizan,5,w
Evin,5,w
Flora,5,w
Francesca,5,w
Giuliana,5,w
Gloria,5,w
Grete,5,w
Abdullah,5,m
Hana,5,w
Alexandros,5,m
Heidi,5,w
Alp,5,m
Helen,5,w
Anas,5,m
Hermine,5,w
Ari,5,m
Hevin,5,w
Armin,5,m
Iman,5,w
Arne,5,m
Joline,5,w
Aron,5,m
Katarina,5,w
Artin,5,m
Kristina,5,w
Artur,5,m
Käthe,5,w
Axel,5,m
Lani,5,w
Batuhan,5,m
Leah,5,w
Bennett,5,m
Lee,5,w
Christoph,5,m
Lilia,5,w
Christopher,5,m
Loreen,5,w
Devin,5,m
Marlen,5,w
Edwin,5,m
Medine,5,w
Eray,5,m
Melanie,5,w
Erdem,5,m
Melinda,5,w
Erich,5,m
Meyra,5,w
Faruk,5,m
Minel,5,w
Fernando,5,m
Naima,5,w
Fred,5,m
Neele,5,w
Frederick,5,m
Nicole,5,w
Gereon,5,m
Palina,5,w
Heinz,5,m
Ramona,5,w
Isa,5,m
Sare,5,w
Jamie,5,m
Shirin,5,w
Jean,5,m
Sıla,5,w
Kemal,5,m
Sina,5,w
Lean,5,m
Susanne,5,w
Lenn,5,m
Svea,5,w
Levent,5,m
Valerie,5,w
Lorenzo,5,m
Vivien,5,w
Lou,5,m
Zoë,5,w
Mailo,5,m
Mathis,5,m
Melih,5,m
Mike,5,m
Miko,5,m
Mirza,5,m
Musa,5,m
Nathan,5,m
Niko,5,m
Osman,5,m
Pascal,5,m
Pierre,5,m
Sami,5,m
Sinan,5,m
Tiago,5,m
Tian,5,m
Tilo,5,m
Tristan,5,m
Tyler,5,m
Umut,5,m
Valentino,5,m
Vincenzo,5,m
Walter,5,m
Younes,5,m
Çınar,5,m
Agrippina,4,w
Aicha,4,w
Aisha,4,w
Alexa,4,w
Almila,4,w
Alya,4,w
Amanda,4,w
Amara,4,w
Amaya,4,w
Angelika,4,w
Anisa,4,w
Ariane,4,w
Barbara,4,w
Bella,4,w
Berra,4,w
Ceyda,4,w
Chanel,4,w
Claudia,4,w
Dalia,4,w
Doris,4,w
Eileen,4,w
Elea,4,w
Elis,4,w
Enie,4,w
Erika,4,w
Abdurrahman,4,m
Erva,4,w
Ahmad,4,m
Fabienne,4,w
Alan,4,m
Fatma,4,w
Alexis,4,m
Felicia,4,w
Alpay,4,m
Felina,4,w
Andre,4,m
Fernanda,4,w
Andrei,4,m
Fritzi,4,w
André,4,m
Gertrud,4,w
Ayaz,4,m
Hatice,4,w
Ayman,4,m
Helin,4,w
Azad,4,m
Henrietta,4,w
Balthasar,4,m
Ingrid,4,w
Bekir,4,m
Irma,4,w
Berat,4,m
Iva,4,w
Björn,4,m
Ivy,4,w
Bosse,4,m
Jamie,4,w
Burak,4,m
Joséphine,4,w
Béla,4,m
Joyce,4,w
Christos,4,m
Judith,4,w
Conner,4,m
Kate,4,w
Cornelius,4,m
Kira,4,w
Cristiano,4,m
Kübra,4,w
Dante,4,m
Lenia,4,w
Darius,4,m
Leoni,4,w
Dawid,4,m
Leonora,4,w
Dieter,4,m
Lilian,4,w
Eduard,4,m
Lillian,4,w
Eliah,4,m
Lily,4,w
Eliano,4,m
Lin,4,w
Emanuele,4,m
Linja,4,w
Francis,4,m
Lore,4,w
Frederic,4,m
Madeleine,4,w
Georgios,4,m
Magdalene,4,w
Giulio,4,m
Mai,4,w
Gregor,4,m
Maike,4,w
Hektor,4,m
Maila,4,w
Helge,4,m
Mali,4,w
Henk,4,m
Malou,4,w
Hermann,4,m
Manuela,4,w
Horst,4,m
Mari,4,w
İsmail,4,m
Marisol,4,w
Ivo,4,m
Mascha,4,w
Jakub,4,m
Mathea,4,w
Jarne,4,m
Mayra,4,w
Jesse,4,m
Melia,4,w
Jon,4,m
Melisa,4,w
Junis,4,m
Mercedes,4,w
Kadir,4,m
Michelle,4,w
Kalle,4,m
Mika,4,w
Karim,4,m
Milana,4,w
Kerim,4,m
Minna,4,w
Klaas,4,m
Nala,4,w
Laszlo,4,m
Nayla,4,w
Laurin,4,m
Nela,4,w
Len,4,m
Nour,4,w
Leonhard,4,m
Patricia,4,w
Maik,4,m
Penelope,4,w
Metehan,4,m
Renate,4,w
Michele,4,m
Ruby,4,w
Mikael,4,m
Saliha,4,w
Milas,4,m
Selen,4,w
Muhammet,4,m
Sena,4,w
Murat,4,m
Silvia,4,w
Nikita,4,m
Simone,4,w
Nikolaus,4,m
Tamara,4,w
Nilo,4,m
Tamina,4,w
Nino,4,m
Toni,4,w
Olaf,4,m
Ursula,4,w
Onur,4,m
Viola,4,w
Otis,4,m
Vittoria,4,w
Patrick,4,m
Wilma,4,w
Poyraz,4,m
Xenia,4,w
René,4,m
Yagmur,4,w
Romeo,4,m
Zara,4,w
Ruben,4,m
Zümra,4,w
Sascha,4,m
Serhat,4,m
Taha,4,m
Teo,4,m
Thiago,4,m
Thies,4,m
Tiam,4,m
Uwe,4,m
Victor,4,m
Volker,4,m
Wilfried,4,m
Yavuz,4,m
Adelina,3,w
Alejandra,3,w
Amal,3,w
Amalie,3,w
Amine,3,w
Anja,3,w
Annabell,3,w
Antonie,3,w
Asena,3,w
Beren,3,w
Bianca,3,w
Büşra,3,w
Abraham,3,m
Cara,3,w
Aidan,3,m
Carina,3,w
Aleks,3,m
Ceren,3,w
Alen,3,m
Chloé,3,w
Alois,3,m
Christa,3,w
Alpaslan,3,m
Colonia,3,w
Alperen,3,m
Cornelia,3,w
Amon,3,m
Cosima,3,w
Andrej,3,m
Daniela,3,w
Anselm,3,m
Derin,3,w
Anthony,3,m
Dilara,3,w
Antoine,3,m
Dina,3,w
Antoni,3,m
Dunya,3,w
Arijan,3,m
Ecem,3,w
Arin,3,m
Elanur,3,w
Arwin,3,m
Eliana,3,w
Atilla,3,m
Elissa,3,w
Aurel,3,m
Elizabeth,3,w
Ayoub,3,m
Emilya,3,w
Batu,3,m
Emira,3,w
Benedict,3,m
Enya,3,w
Bent,3,m
Evelyn,3,w
Bente,3,m
Eya,3,w
Berkay,3,m
Fee,3,w
Bernd,3,m
Feline,3,w
Connor,3,m
Feyza,3,w
Davide,3,m
Filippa,3,w
Davin,3,m
Georgieva,3,w
Denny,3,m
Hanne,3,w
Devran,3,m
Havin,3,w
Edin,3,m
Havva,3,w
Ediz,3,m
Hazal,3,w
Edvard,3,m
Hedwig,3,w
Eli,3,m
Henni,3,w
Elian,3,m
Hiba,3,w
Elio,3,m
Hilde,3,w
Elliot,3,m
İnci,3,w
Emircan,3,m
Ines,3,w
Emirhan,3,m
Ioanna,3,w
Emmanuel,3,m
Irena,3,w
Ertuğrul,3,m
Iris,3,w
Fatih,3,m
Izabela,3,w
Finley,3,m
Jane,3,w
Giovanni,3,m
Janna,3,w
Halid,3,m
Jessica,3,w
Hanno,3,m
Jill,3,w
Haroun,3,m
Joanna,3,w
Hasan,3,m
Josefina,3,w
Hassan,3,m
Josephin,3,w
Herbert,3,m
Juno,3,w
Ilja,3,m
Khadija,3,w
Ilya,3,m
Kiara,3,w
Ioan,3,m
Kim,3,w
Jackson,3,m
Kimiya,3,w
Janne,3,m
Kornelia,3,w
Jano,3,m
Lamia,3,w
Jansson,3,m
Lavinia,3,w
Jeremy,3,m
Leia,3,w
Jermaine,3,m
Lene,3,w
Jesper,3,m
Lenja,3,w
Jim,3,m
Lieselotte,3,w
Joan,3,m
Lilya,3,w
Joe,3,m
Linya,3,w
Joscha,3,m
Liva,3,w
Josh,3,m
Liz,3,w
Junes,3,m
Lorin,3,w
Junior,3,m
Lua,3,w
Junus,3,m
Lya,3,w
Jürgen,3,m
Lydia,3,w
Kacper,3,m
Mae,3,w
Karlo,3,m
Magali,3,w
Kaya,3,m
Maira,3,w
Khaled,3,m
Malu,3,w
Khan,3,m
Mandy,3,w
Kiano,3,m
Mareike,3,w
Kiyan,3,m
Margareta,3,w
Koray,3,m
Margaretha,3,w
Lauri,3,m
Margo,3,w
Lee,3,m
Marianna,3,w
Leonid,3,m
Marlena,3,w
Lewi,3,m
Martina,3,w
Liem,3,m
María,3,w
Logan,3,m
Mathilde,3,w
Lorenz,3,m
Maxine,3,w
Lounis,3,m
Meliya,3,w
Lui,3,m
Michalina,3,w
Luuk,3,m
Mieke,3,w
Marek,3,m
Mihrimah,3,w
Marten,3,m
Mimi,3,w
Mateusz,3,m
Nana,3,w
Mattes,3,m
Nas,3,w
Matthäus,3,m
Natalie,3,w
Maximus,3,m
Nelly,3,w
Maël,3,m
Neyla,3,w
Mete,3,m
Nike,3,w
Milian,3,m
Nilay,3,w
Muhammad,3,m
Noreen,3,w
Myles,3,m
Olga,3,w
Nedim,3,m
Paloma,3,w
Nelio,3,m
Paola,3,w
Nevzat,3,m
Rachel,3,w
Nikola,3,m
Rahel,3,w
Nikolai,3,m
Rania,3,w
Nima,3,m
Reyhan,3,w
Noa,3,m
Rim,3,w
Noél,3,m
Romina,3,w
Pablo,3,m
Rüya,3,w
Pars,3,m
Sabrina,3,w
Phillip,3,m
Safiya,3,w
Prince,3,m
Salima,3,w
Rahim,3,m
Salome,3,w
Ramadan,3,m
Samantha,3,w
Rayen,3,m
Sandra,3,w
Remo,3,m
Sasha,3,w
Resul,3,m
Scarlett,3,w
Reza,3,m
Sinem,3,w
Rocco,3,m
Sirine,3,w
Ron,3,m
Soleil,3,w
Rudi,3,m
Sultan,3,w
Ryan,3,m
Suzan,3,w
Rüzgar,3,m
Tabea,3,w
Salim,3,m
Tala,3,w
Salomon,3,m
Tara,3,w
Selman,3,m
Theodora,3,w
Seyed,3,m
Thy,3,w
Seymen,3,m
Tiana,3,w
Silas,3,m
Venezia,3,w
Steven,3,m
Yara,3,w
Sven,3,m
Yolanda,3,w
Szymon,3,m
Yva,3,w
Tahir,3,m
Zeyneb,3,w
Tammo,3,m
Zofia,3,w
Taylan,3,m
Züleyha,3,w
Thilo,3,m
Tony,3,m
Ulrich,3,m
Umar,3,m
Veit,3,m
Willi,3,m
Yahya,3,m
Yann,3,m
Yari,3,m
Yigit,3,m
Yuma,3,m
Álvaro,3,m
Đức,3,m
,2,w
Aaliya,2,w
Abigail,2,w
Adelia,2,w
Aenni,2,w
Afra,2,w
Ahmed,2,w
Ajsel,2,w
Alea,2,w
Aleksandra,2,w
Alin,2,w
Aline,2,w
Alissia,2,w
,2,m
Aliyah,2,w
Aarav,2,m
Alyssa,2,w
Abdelkarim,2,m
Ambra,2,w
Abderrahman,2,m
Amela,2,w
Abdulhamid,2,m
Amila,2,w
Abel,2,m
Amra,2,w
Achilles,2,m
Ana-Maria,2,w
Adil,2,m
Anaïs,2,w
Adin,2,m
Angel,2,w
Adnan,2,m
Anika,2,w
Adrián,2,m
Annabel,2,w
Akeem,2,m
Annabella,2,w
Alain,2,m
Antoinette,2,w
Aleandro,2,m
Anton,2,w
Aleksander,2,m
Antonella,2,w
Alexandru,2,m
Antonovna,2,w
Alexej,2,m
Apollonia,2,w
Alfred,2,m
Ariadne,2,w
Alper,2,m
Arianna,2,w
Altan,2,m
Arina,2,w
Alvin,2,m
Ariya,2,w
Amadeus,2,m
Asel,2,w
Amaro,2,m
Asu,2,w
Ammar,2,m
Atanasova,2,w
Anass,2,m
Auguste,2,w
Anh,2,m
Auri,2,w
Anil,2,m
Avin,2,w
Anıl,2,m
Beatris,2,w
Antonius,2,m
Bedia,2,w
Aram,2,m
Camille,2,w
Aris,2,m
Cansu,2,w
Arkadius,2,m
Carin,2,w
Arlen,2,m
Cassandra,2,w
Armani,2,m
Catharina,2,w
Arno,2,m
Catherine,2,w
Arslan,2,m
Ceylin,2,w
Artjom,2,m
Chantal,2,w
Ata,2,m
Charlott,2,w
Augustin,2,m
Chiamaka,2,w
Aurelian,2,m
Chioma,2,w
Aurelio,2,m
Christiana,2,w
Avid,2,m
Christiane,2,w
Ayhan,2,m
Clementine,2,w
Aymen,2,m
Collien,2,w
Barad,2,m
Constanze,2,w
Baran,2,m
Cristina,2,w
Barış,2,m
Cäcilia,2,w
Bendix,2,m
Dalal,2,w
Bjarne,2,m
Dalin,2,w
Boleslaw,2,m
Daliya,2,w
Brian,2,m
Damla,2,w
Bryan,2,m
Danja,2,w
Burkhard,2,m
Denisa,2,w
Bünyamin,2,m
Dilan,2,w
Calvin,2,m
Dilay,2,w
Caner,2,m
Dimitrova,2,w
Carmelo,2,m
Diora,2,w
Casimir,2,m
Dominique,2,w
Castiel,2,m
Donatella,2,w
Cemal,2,m
Ebrar,2,w
Cemil,2,m
Edith,2,w
Cesare,2,m
Editha,2,w
Charalampos,2,m
Effi,2,w
Chris,2,m
Elaina,2,w
Christiano,2,m
Elaine,2,w
Christophe,2,m
Eleftheria,2,w
Claas,2,m
Elfie,2,w
Claudio,2,m
Elia,2,w
Claus,2,m
Elies,2,w
Colin,2,m
Eline,2,w
Conrad,2,m
Elmedina,2,w
Damiano,2,m
Emanuela,2,w
Daniele,2,m
Emiliana,2,w
Danny,2,m
Emilova,2,w
Dawan,2,m
Emina,2,w
Dawud,2,m
Emine,2,w
Dejan,2,m
Enna,2,w
Dennis,2,m
Ernestine,2,w
Destan,2,m
Esra,2,w
Deyyan,2,m
Ewa,2,w
Dietrich,2,m
Fatou,2,w
Dimitarov,2,m
Fay,2,w
Dimitrios,2,m
Feli,2,w
Dirk,2,m
Filiz,2,w
Donald,2,m
Flavia,2,w
Dylan,2,m
Florina,2,w
Edmund,2,m
Gerda,2,w
Edward,2,m
Giada,2,w
Ekrem,2,m
Gisela,2,w
Elham,2,m
Gitte,2,w
Eliot,2,m
Gretha,2,w
Eliyas,2,m
Gwendolin,2,w
Elliott,2,m
Gyunaydan,2,w
Elmar,2,m
Hafsa,2,w
Elvis,2,m
Hailey,2,w
Elwin,2,m
Halima,2,w
Elyesa,2,m
Hanan,2,w
Emiliano,2,m
Hanife,2,w
Enrico,2,m
Hanni,2,w
Enrique,2,m
Hayat,2,w
Enzo,2,m
Hella,2,w
Erhan,2,m
Helén,2,w
Ernesto,2,m
Henrike,2,w
Erol,2,m
Hilda,2,w
Ertan,2,m
Hildegard,2,w
Erwin,2,m
Hiranur,2,w
Ethan,2,m
Holly,2,w
Etienne,2,m
Ikra,2,w
Evan,2,m
Ilayda,2,w
Eyub,2,m
İlayda,2,w
Fabrizio,2,m
Ilenia,2,w
Filippo,2,m
Inge,2,w
Fin,2,m
Inka,2,w
Fitz,2,m
Inès,2,w
Franziskus,2,m
Ioana,2,w
Fridolin,2,m
Irem,2,w
Furkan,2,m
Irina,2,w
Gaspare,2,m
Ivana,2,w
Georgi,2,m
Ivanova,2,w
Gianluca,2,m
Jade,2,w
Gino,2,m
Janina,2,w
Giorgio,2,m
Jannat,2,w
Grzegorz,2,m
Jasmine,2,w
Günter,2,m
Jella,2,w
Günther,2,m
Jil,2,w
Haris,2,m
Joelle,2,w
Harrison,2,m
Johanne,2,w
Hedi,2,m
Jona,2,w
Hussein,2,m
Josefa,2,w
İbrahim,2,m
Joy,2,w
Idris,2,m
Juliette,2,w
Igor,2,m
Juri,2,w
Ilay,2,m
Kaitlyn,2,w
Ilkay,2,m
Kalina,2,w
İlyas,2,m
Karen,2,w
İmran,2,m
Karin,2,w
Ioannis,2,m
Karoline,2,w
Ionut,2,m
Katarzyna,2,w
Isaiah,2,m
Katja,2,w
Issa,2,m
Katrina,2,w
Iven,2,m
Kaya,2,w
Ivica,2,m
Kayra,2,w
Jaden,2,m
Kerstin,2,w
Jamaine,2,m
Kiana,2,w
Jamal,2,m
Kimberly,2,w
Jannick,2,m
Klea,2,w
Janno,2,m
Konstantina,2,w
Janusz,2,m
Krasimirova,2,w
Jari,2,m
Kumsal,2,w
Jarik,2,m
Kyara,2,w
Jarno,2,m
Kyra,2,w
Jaron,2,m
Laila,2,w
Jay,2,m
Lamar,2,w
Jiyan,2,m
Lanah,2,w
Joah,2,m
Latifah,2,w
Joaquin,2,m
Layla,2,w
Jonne,2,m
Lea-Marie,2,w
Jordan,2,m
Lea-Sophie,2,w
Jos,2,m
Leana,2,w
Josua,2,m
Lenna,2,w
João,2,m
Lennja,2,w
Joél,2,m
Leny,2,w
Julio,2,m
Leonie-Marie,2,w
Jupp,2,m
Leonore,2,w
Jusuf,2,m
Leontine,2,w
Jérôme,2,m
Lera,2,w
Jörn,2,m
Levke,2,w
Kamil,2,m
Liara,2,w
Karam,2,m
Lijana,2,w
Karol,2,m
Lila,2,w
Kasimir,2,m
Liljana,2,w
